Age,Gender,Class,Size of Family,Father education,Mother education,Father Occupation,Mother Occupation,Health Issues,ParentMaritalStatus,PracticeSport,Attendance,Homework completion,Academic Score,Attentivity in Class,Behavioral Patterns,Performance,Self-Esteem,Socially Skills,Teacher Interaction,Cognitive Development,Technology Influence,Social Media Influence,Involved in Extra-Curricular
7,M,1,4,Post-Graduate,Post-Graduate,Private ,self employed ,N,Married ,Sometimes,80%,Always,95%,Good,Foused,Excellent,Over Confident,Active,Good,Excellent,Moderate,,Regularly
6,M,1,3,Post-Graduate,Post-Graduate,Private ,self employed ,N,Married ,Regularly,90%,Always,95%,Good,Foused,Excellent,Confident,Active,Good,Excellent,Moderate,,Regularly
6,M,1,3,Graduate,Graduate,Private ,self employed ,N,Married ,Sometimes,80%,Always,70%,Moderate,Calm,Average,Low,Moderately Active,Nil,Good,Moderate,,Regularly
7,F,1,6,Post-Graduate,Post-Graduate,Private ,Private,N,Married ,Regularly,95%,Always,85%,Good,Foused,Excellent,Confident,Active,Good,Good,Moderate,,Regularly
6,M,1,4,Graduate,Graduate,Private ,self employed ,N,Married ,Regularly,80%,Always,65%,Good,Foused,Average,Confident,Active,Good,Good,Moderate,,Regularly
7,F,1,3,Post-Graduate,Post-Graduate,Private ,self employed ,N,Married ,Regularly,80%,Always,60%,Moderate,Calm,Poor,Low,Moderately Active,Moderate,Average,No Usage,,Regularly
7,M,1,3,Graduate,Graduate,Private ,self employed ,N,Married ,Regularly,90%,Always,55%,Moderate,Calm,Poor,Confident,Active,Good,Average,Moderate,,Regularly
6,M,1,4,High School,High School,Private ,self employed ,N,Married ,Sometimes,75%,Sometimes,45%,Moderate,Calm,Poor,Low,Moderately Active,Moderate,low,No Usage,,Regularly
6,M,1,3,Graduate,Graduate,Private ,self employed ,N,Married ,Regularly,95%,Always,80%,Good,Calm,Good,Confident,Active,Good,Good,Moderate,,Regularly
7,F,1,4,Graduate,Graduate,Private ,self employed ,N,Married ,Sometimes,30%,Sometimes,40%,Moderate,Hyper active,Poor,Over Confident,Active,Good,Average,Moderate,,Regularly
7,M,1,3,High School,High School,Private ,self employed ,N,Married ,Regularly,70%,Always,85%,Good,Calm,Excellent,Low,Active,Good,Good,Moderate,,Regularly
6,M,1,5,Diploma,Diploma,Private ,self employed ,N,Married ,Regularly,80%,Always,30%,Nil,Calm,Poor,Confident,Active,Moderate,low,Addicted,,Regularly
6,F,1,4,High School,High School,Private ,self employed ,N,Married ,Sometimes,70%,Sometimes,30%,Nil,Calm,Poor,Low,Active,Moderate,low,Addicted,,Regularly
5,F,1,3,High School,High School,Private ,self employed ,N,Married ,Regularly,80%,Always,85%,Good,Foused,Excellent,Confident,Active,Good,Good,Moderate,,Regularly
6,F,1,4,High School,High School,Private ,self employed ,N,Married ,Sometimes,95%,Always,55%,Moderate,Disturbed,Poor,Low,Moderately Active,Nil,Average,Moderate,,Regularly
7,F,1,3,Graduate,Graduate,Self Employed,self employed ,N,Married ,Sometimes,75%,Always,50%,Moderate,Calm,Poor,Confident,Moderately Active,Good,Average,Moderate,,Regularly
6,M,1,5,Graduate,Graduate,Private ,self employed ,N,Married ,Sometimes,65%,Always,55%,Moderate,Foused,Poor,low,Moderately Active,Moderate,Average,Moderate,,Regularly
6,M,1,4,Post-Graduate,Post-Graduate,Private ,Government,N,Married ,Regularly,80%,Always,80%,Ggod,Calm,Good,Confident,Active,Moderate,Excellent,Moderate,,Regularly
6,F,1,3,Graduate,Graduate,Private ,self employed ,N,Married ,Regularly,90%,Always,95%,good,Hyperactive,Excellent,Over Confident,Active,Good,Excellent,Addicted,,Regularly
6,M,1,5,Graduate,Graduate,Self Employed,self employed ,N,Married ,Regularly,80%,Always,40%,Good,Foused,Poor,Confident,Active,Good,Excellent,Moderate,,Regularly
6,F,1,3,High School,High School,Private ,self employed ,N,Married ,Regularly,95%,Always,25%,Good,Foused,Poor,low,Moderately Active,Moderate,Average,Moderate,,Regularly
7,F,1,4,High School,High School,Private ,self employed ,N,Married ,Sometimes,80%,Sometimes,95%,Moderate,Calm,Excellent,Confident,Active,Good,low,Addicted,,Regularly
7,M,1,3,High School,High School,Private ,self employed ,N,Married ,Sometimes,80%,Never,95%,Good,Foused,Excellent,Confident,Active,Good,low,Addicted,,Regularly
6,M,1,4,High School,High School,Private ,self employed ,N,Married ,Regularly,90%,Always,70%,Good,Foused,Average,Confident,Active,Good,low,Addicted,,Regularly
6,F,1,5,Graduate,Graduate,Private ,self employed ,N,Married ,Regularly,75%,Always,85%,Moderate,Calm,Excellent,Confident,Active,Good,Excellent,Moderate,,Regularly
7,M,1,3,High School,High School,Private ,self employed ,N,Married ,Sometimes,60%,Always,65%,Moderate,Calm,Average,Confident,Active,Good,Excellent,Moderate,,Regularly
7,F,1,4,Diploma,Diploma,Private ,self employed ,N,Married ,Regularly,95%,Always,60%,Moderate,Calm,Poor,Confident,Active,Good,Excellent,Moderate,,Regularly
6,F,1,4,High School,High School,Private ,self employed ,N,Married ,Regularly,90%,Always,45%,Moderate,Hyper active,Poor,Confident,Active,Moderate,Good,Moderate,,Regularly
6,F,1,5,High School,High School,Private ,self employed ,N,Married ,Regularly,70%,Always,80%,Good,Calm,Good,Over Confident,Active,Good,low,Moderate,,Regularly
7,F,1,3,Graduate,Graduate,Private ,self employed ,N,Married ,Sometimes,70%,Always,40%,Moderate,Calm,Poor,Confident,Active,Good,Good,Moderate,,Sometimes 
6,M,1,5,Graduate,Graduate,Private ,self employed ,N,Married ,Regularly,90%,Always,85%,Good,Foused,Excellent,Confident,Active,Good,Excellent,Moderate,,Regularly
6,M,1,4,Post-Graduate,Post-Graduate,Private ,Government,N,Married ,Sometimes,85%,Always,30%,Good,Foused,Poor,Confident,Active,Good,Excellent,Moderate,,Regularly
7,M,1,5,Graduate,Graduate,Government,Government,N,Married ,Regularly,75%,Sometimes,30%,Good,calm,Poor,Low,Inactive,Nil,Average,No Usage,,Sometimes 
6,F,1,4,Graduate,Graduate,Private,self employed ,N,Married ,Regularly,65%,Always,65%,Moderate,calm,Average,Confident,Active,Moderate,Average,Moderate,,Regularly
6,F,1,4,High School,High School,Private ,self employed ,N,Married ,Sometimes,65%,Always,65%,Moderate,calm,Average,Confident,Active,Moderate,Good,Moderate,,Regularly
6,M,1,5,High School,High School,Private ,self employed ,N,Married ,Regularly,90%,Always,80%,Good,focused,Good,Confident,Active,Good,Excellent,Moderate,,Regularly
6,F,1,5,Graduate,Graduate,Private ,self employed ,N,Married ,Sometimes,80%,Always,90%,Good,focused,Excellent,Low,Moderately Active,Good,Excellent,Moderate,,Sometimes
6,F,1,4,Post-Graduate,Post-Graduate,Private ,self employed ,N,Married ,Sometimes,95%,Always,85%,Good,Calm,Excellent,low,Moderately Active,nil,Good,No Usage,,Regularly
6,M,1,4,Graduate,Graduate,Private ,self employed ,N,Married ,Regularly,75%,Always,70%,Good,Calm,Average,Low,Moderately Active,moderate,Average,Moderate,,Sometimes 
7,F,1,3,Post-Graduate,Post-Graduate,Private ,,N,Married ,Regularly,85%,Always,98%,Good,Focused,Excellent,confident,Active,good ,Excellent ,Moderate,,Regularly
11,F,6,4,Post-Graduate,Graduate,Private,,N,Married,never,88%,Always,75%,Moderate,Focused,Good,Over-Confident,Active,Good,Good,Moderate, Moderately Active,sometimes
11,F,6,3,Graduate,Graduate,Private,,N,Married,regularly,90%,Always,73%,Good,Focused,Good,Confident,Active,Good,Good,Moderate, Moderately Active,regularly
11,M,6,3,Graduate,Graduate,Private,,N,Married,sometimes,95%,sometimes,35%,Moderate,Hyperactive,Poor,Confident,Active,Good,Average,No Usage,Inactive,regularly
11,F,6,3,Graduate,Graduate,Private,,N,Married,regularly,88%,sometimes,34%,Nil,Calm,Poor,Low,Inactive,Nil,Low,Addicted,Over Active,regularly
11,F,6,4,Post-Graduate,Graduate,Private,,N,Married,never,85%,Always,85%,Good,Focused,Excellent,Over-Confident,Active,Good,Excellent,Moderate, Moderately Active,sometimes
11,M,6,3,Graduate,Graduate,Private,,N,Married,never,54%,never,34%,Nil,Calm,Poor,Low,Inactive,Nil,Low,No Usage,Inactive,never
11,M,6,4,Graduate,Graduate,Private,,N,Married,never,82%,never,33%,Nil,Disturbed,Poor,Low,Inactive,Nil,Low,Addicted, Moderately Active,never
11,M,6,4,Graduate,Graduate,Private,,N,Married,never,80%,Always,55%,Moderate,Calm,Poor,Confident, Moderately Active,Moderate,Average,Addicted, Moderately Active,never
11,F,6,3,Graduate,Graduate,Private,,N,Married,never,83%,Always,65%,Moderate,Calm,Average,Over-Confident, Moderately Active,Good,Good,Moderate, Moderately Active,never
11,M,6,3,Graduate,Graduate,Private,,N,Married,regularly,86%,sometimes,38%,Moderate,Disturbed,Poor,Confident, Moderately Active,,Average,Addicted,Over Active,regularly
11,M,6,4,Graduate,Graduate,Private,,N,Married,never,89%,sometimes,33%,Moderate,Calm,Poor,Low,Inactive,Moderate,Average,Addicted, Moderately Active,sometimes
11,M,6,3,Graduate,Graduate,Private,,N,Married,sometimes,70%,sometimes,39%,Nil,Disturbed,Poor,Low, Moderately Active,Moderate,Average,Addicted,Over Active,sometimes
11,M,6,3,Graduate,Graduate,Private,,N,Married,never,80%,never,30%,Nil,Calm,Poor,Low,Inactive,Nil,Low,Moderate, Moderately Active,never
11,F,6,3,Post-Graduate,Graduate,Private,,N,Married,never,92%,sometimes,75%,Good,Focused,Good,Confident,Active,Good,Good,Moderate, Moderately Active,sometimes
11,F,6,3,Post-Graduate,Graduate,Private,,N,Married,regularly,52%,Always,68%,Good,Focused,Average,Confident,Active,Good,Good,Moderate, Moderately Active,regularly
11,M,6,4,Graduate,Graduate,Private,,N,Married,never,88%,sometimes,45%,Moderate,Calm,Poor,Low, Moderately Active,Nil,Average,Moderate, Moderately Active,never
11,M,6,4,Graduate,Graduate,Private,,N,Married,sometimes,74%,sometimes,48%,Moderate, Aggressive,Poor,Confident, Moderately Active,Moderate,Good,Moderate, Moderately Active,sometimes
11,M,6,4,Graduate,Graduate,Private,,N,Married,never,93%,Always,79%,Good,Hyperactive,Good,Confident,Active,Good,Good,Moderate, Moderately Active,sometimes
11,M,6,4,Graduate,Graduate,Private,,N,Married,never,54%,never,30%,Nil,Calm,Poor,Low,Inactive,Nil,Low,No Usage, Moderately Active,never
11,F,6,3,Graduate,Graduate,Private,,N,Married,never,83%,sometimes,34%,Moderate,Calm,Poor,Low,Inactive,Nil,Average,No Usage,Inactive,never
11,M,6,4,Graduate,Graduate,Private,,N,Married,never,84%,sometimes,33%,Nil,Calm,Poor,Low,Inactive,Nil,Low,Addicted, Moderately Active,never
11,M,6,4,Graduate,Graduate,Private,,N,Married,never,67%,never,45%,Nil,Disturbed,Poor,Low,Inactive,Nil,Low,Addicted,Over Active,sometimes
11,M,6,4,Graduate,Graduate,Private,,N,Married,never,88%,sometimes,39%,Moderate,Disturbed,Poor,Low,Inactive,Nil,Low,Addicted,Over Active,sometimes
11,F,6,3,Post-Graduate,Graduate,Private,,N,Married,never,89%,Always,85%,Good,Focused,Excellent,Confident,Active,Good,Good,No Usage,Inactive,never
11,M,6,4,Post-Graduate,Graduate,Private,,N,Married,never,90%,Always,95%,Good,Focused,Excellent,Confident,Active,Good,Excellent,No Usage,Inactive,never
11,F,6,4,Post-Graduate,Graduate,Private,,N,Married,never,72%,Always,68%,Good,Calm,Average,Low, Moderately Active,Good,Good,No Usage,Inactive,sometimes
11,M,6,4,Post-Graduate,Graduate,Private,,N,Married,never,86%,Always,75%,Good,Focused,Good,Confident,Active,Good,Good,Moderate,Inactive,never
11,F,6,4,Graduate,Graduate,Private,,N,Married,never,56%,never,79%,Nil,Calm,Good,Over-Confident,Inactive,Nil,Low,Addicted,Over Active,never
11,M,6,4,Graduate,Graduate,Private,,N,Married,never,95%,Always,33%,Moderate,Hyperactive,Poor,Low,Active,Good,Good,No Usage,Inactive,sometimes
11,M,6,3,Post-Graduate,Graduate,Private,,N,Married,never,95%,Always,73%,Good,Focused,Good,Confident,Active,Good,Excellent,No Usage,Inactive,never
11,M,6,3,Graduate,Graduate,Private,,N,Married,never,86%,Always,85%,Moderate,Calm,Excellent,Low,Active,Good,Average,Moderate, Moderately Active,never
11,F,6,3,Graduate,Graduate,Private,,N,Married,never,51%,never,45%,Nil, Aggressive,Poor,Low,Inactive,Moderate,Low,Addicted,Over Active,never
11,F,6,4,Graduate,Graduate,Private,,N,Married,never,72%,never,35%,Nil, Aggressive,Poor,Over-Confident,Inactive,Moderate,Low,Addicted,Over Active,never
11,F,6,3,Post-Graduate,Graduate,Private,,N,Married,never,84%,Always,32%,Good,Focused,Poor,Confident,Active,Good,Good,Moderate, Moderately Active,sometimes
11,M,6,4,Post-Graduate,Graduate,Private,,N,Married,never,86%,Always,65%,Good,Hyperactive,Average,Confident,Active,Good,Good,Moderate, Moderately Active,sometimes
11,F,6,4,Graduate,Graduate,Private,,N,Married,sometimes,89%,Always,55%,Moderate,Calm,Poor,Over-Confident, Moderately Active,Good,Good,Moderate, Moderately Active,sometimes
11,M,6,4,Post-Graduate,Graduate,Private,,N,Married,never,90%,Always,74%,Good,Focused,Good,Confident,Active,Good,Good,Moderate,Inactive,regularly
11,F,6,4,Post-Graduate,Graduate,Private,,N,Married,never,92%,Always,54%,Good,Focused,Poor,Confident,Active,Good,Good,Moderate, Moderately Active,sometimes
9,M,3,4,Graduate,Graduate,Private,Self employed,Y,Married,Regularly,98%,Always,90%,Good,Focussed,Excellent,Confident,Active,Good,Good,Moderate,Inactive,Sometimes
9,M,3,4,Graduate,Graduate,Private,Self employed,N,Married,Regularly,99%,Always,90%,Good,Focussed,Excellent,Confident,Active,Good,Good,Moderate,Inactive,Sometimes
8,F,3,3,Post graduate,Post graduate,Government,Private,N,Married,Regularly,88%,Sometimes,75%,Moderate,Calm,Good,Low,Moderately active,Moderate,Low,Moderate,Inactive,Never
9,F,3,4,Graduate,Post graduate,Private,Private,N,Married,Regularly,86%,Always,80%,Moderate,Calm,Good,Low,Moderately active,Moderate,Average,Moderate,Inactive,Never
9,F,3,4,Graduate,Diploma,Private,Private,N,Married,Regularly,90%,Always,60%,Good,Calm,Poor,Low,Active,Good,Average,Moderate,inactive,Regularly
9,F,3,3,Diploma,Graduate,Private,Government,N,Married,Regularly,94%,Always,65%,Good,Calm,Average,Low,Moderately active,Moderate,Low,No usage,Inactive,Regularly
9,F,3,5,Post graduate,Diploma,Self employed,Self employed,N,Married,Sometimes,88%,Always ,62%,Moderate,Calm,Average,Low,Inactive,Moderate,Low,No usage,Inactive,Regularly
9,M,3,3,Post graduate,Post graduate,Self employed,Private,N,Married,Regularly,80%,Always ,75%,Moderate,Focussed,Good,Confident,Active,Good,Low,Moderate,Inactive,Never
9,M,3,3,Diploma,Diploma,Private,Self employed,N,Married,Sometimes,82%,Never,45%,Nil,Hyperactive,Poor,Over Confident,Moderately active,Nil,Good,Addicted,Inactive,Never
9,F,3,3,Graduate,Diploma,Private,Self employed,N,Married,Sometimes,95%,Always,63%,Moderate,Calm,Average,Low,Inactive,Nil,Average,No usage ,Inactive,Never
9,F,3,6,Graduate,Graduate,Private,Private,N,Married,Regularly,90%,Always,78%,Moderate,Calm,Good,Low,Inactive,Nil,Good,no usage,inactive,Never
8,M,3,3,Graduate,Graduate,Government,Government,N,Separated,Regularly,92%,Sometimes,80%,Moderate,Hyperactive,Good,Confident,Active,Moderate,Good,Addicted,Inactive,Never
9,M,3,3,Diploma,Post graduate,Government,Private,N,Married,Sometimes,84%,Never,74%,Nil,Calm,Good,Low,Inactive,Nil,Low,Addicted,Inactive,Never
9,M,3,4,Post graduate,Graduate,Private,Private,N,Married,Regularly,85%,Sometimes,60%,Moderate,Hyperactive,Poor,Confident,Active,Moderate,Average,Addicted,Inactive,Sometimes
9,M,3,5,Graduate ,Diploma,Private,Self employed,N,Married,Never,70%,Never,65%,Nil,Hyperactive,Average,Low,Moderately active,Nil,Good,Addicted,Inactive,Never
10,F,3,4,Diploma,Graduate,Self employed,Self employed,N,Married,Regularly,85%,Sometimes,66%,Moderate,Calm,Average, Low,Active,Moderate,Low,Addicted,Inactive,Regularly
9,M,3,3,Graduate,Post graduate,Government,Government,N,Married,Sometimes,80%,Sometimes,55%,Moderate,Calm,Poor,Low,Moderately active,Moderate,Low,Moderate,Inactive,Never
9,M,3,5,Diploma,Post graduate,Private,Government,N,Married,Sometimes,82%,Sometimes,90%,Nil,Calm,Excellent,Low,Inactive,Nil,Low,Addicted,Inactive,Never
8,M,3,5,Post graduate,Diploma,Self employed,Private,N,Married,Regularly,95%,Always,55%,Good,Focussed,Poor,Over Confident,Active,Good,Excellent,Moderate,Inactive,Regularly
9,M,3,5,Graduate,Diploma,Government,Self employed,Y,Married,Never,79%,Sometimes,53%,Nil,Disturbed,Poor,Low,Inactive,Moderate,Low,No usage,Inactive,Never
8,M,3,3,Graduate,Post graduate,Private,Self employed,N,Married,Sometimes,84%,Sometimes,60%,Moderate,Aggressive,Poor,Confident,Inactive,Moderate,Good,Moderate,Inactive,Never
10,M,3,4,Diploma,Graduate,Private,Government,N,Married,Never,50%,Never,71%,Nil,Aggressive,Good,Over Confident,Moderately active,Nil,Low,Addicted,Inactive,Never
9,M,3,4,Diploma,Graduate,Self employed,Private,N,Married,Sometimes,79%,Sometimes,66%,Nil,Calm,Average,Low,Active,Nil,Low,Moderate,Inactive,Never
9,F,3,3,Post graduate,Graduate,Government,Self employed,Y,Married,Regularly,94%,Always,60%,Good,Focussed,Poor,Confident,Active,Good,Excellent,Moderate,Inactive,Regularly
9,M,3,3,Graduate,Diploma,Government,Private,N,Married,Regularly,90%,Always,53%,Moderate,Hyperactive,Poor,Over Confident,Moderately active,Good,Good,Addicted,Inactive,Sometimes
9,F,3,4,Graduate ,Post graduate,Private,Private,N,Married,Regularly,86%,Sometimes,59%,Moderate,Focussed,Poor,Low,Inactive,Moderate,Low,Moderate,Inactive,Never
9,F,3,2,Diploma,Graduate,Self employed,Private,Y,Separated,Sometimes,70%,Sometimes,45%,Nil,Calm,Poor,Low,Inactive,Nil,Good,Moderate,Inactive,Never
8,F,3,3,Graduate,Diploma,Private,Self employed,N,Married,Regularly,88%,Always,70%,Moderate,Calm,Average,Confident,Active,Good,Good,No usage,Inactive,Sometimes
10,F,3,4,Post graduate,Diploma,Private,Government,N,Married,Regularly,80%,Always,75%,Good,Focussed,Good,Confident,Moderately active,Good,Average,Moderate,Inactive,Sometimes
8,F,3,4,Post graduate,Graduate,Government,Private,N,Married,Regularly,96%,Always,63%,Moderate,Calm,Average,Confident,Moderately active,Good,Good,Moderate,Inactive,Sometimes
8,M,3,3,Graduate,Graduate,Self employed,Self employed,N,Married,Regularly,90%,Always,66%,Good,Focussed,Average,Confident,Moderately active,Good,Good,Moderate,Inactive,Sometimes
9,F,3,3,Graduate,Post graduate,Government,Government,N,Married,Regularly,95%,Always,69%,Good,Calm,Average,Confident,Active,Good,Excellent,Addicted,Inactive,Sometimes
8,F,3,3,Diploma,Graduate,Private,Private,Y,Married,Never.,40%,Never,35%,Nil,Calm,Poor,Low,Active,Nil,Low,Addicted,Inactive,Never
9,M,3,3,Post graduate,Graduate,Private,Private,Y,Married,Sometimes,88%,Sometimes,49%,Nil,Calm,Poor,Low,Active,Moderate,Good,Moderate,Inactive,Never
8,F,3,5,Graduate,Diploma,Self employed,Government,N,Married,Regularly,98%,Always,73%,Moderate,Calm,Good,Low,Active,Moderate,Average,Moderate,Inactive,Never
9,F,3,3,Diploma,Post graduate,Self employed,Self employed,N,Married,Sometimes,96%,Always,63%,Moderate,Calm,Average,Low,Inactive,Nil,Low,Moderate,Inactive,Never
9,M,3,4,Graduate,Post graduate,Government,Government,N,Married,Regularly,82%,Always,60%,Good,Hyperactive,Poor,Over Confident,inactive,Good,Excellent,Addicted,Inactive,Sometimes
9,F,3,4,Post Graduate,Diploma,Private,Private,N,Married,Regularly,85%,Always,88%,Good,Focussed,Excellent,Confident,Moderately active,Moderate,Good,No usage,Inactive,Sometimes
9,F,3,3,Diploma,Graduate,Self employed,Private,N,Married,Regularly,79%,Always,70%,Moderate,Calm,Average,Over Confident,Moderately active,Moderate,Low,Moderate,Inactive,Never
9,F,3,3,Post graduate,Graduate,Private,Self employed,N,Married,Regularly,75%,Always,75%,Good,Calm,Good,Confident,Active,Moderate,Average,Moderate,Inactive,Sometimes
8,F,3,5,Diploma,Graduate,Government,Self employed,Y,Married,Regularly,92%,Always,71%,Moderate,Calm,Good,Low,Inactive,Nil,Average,Moderate,Inactive,Sometimes
9,M,3,3,Graduate,Graduate,Government,Private,N,Married,Regularly,82%,Always,66%,Moderate,Calm,Average,Low,Moderately active,Moderate,Good,No usage,Inactive,Never
9,F,3,4,Post graduate,Graduate,Private,Government,Y,Married,Never,80%,Never,44%,Nil,Disturbed,Poor,Low,Active,Nil,Low,No usage,Inactive,Never
9,F,3,3,Diploma,Post graduate,Self employed,Private,N,Married,Regularly,91%,Always,85%,Good,Focussed,Excellent,Confident,Active,Good,Excellent,Moderate,Inactive,Regularly
9,M,3,3,Diploma ,Graduate,Government ,Self employed ,Y,Married ,Never ,83%,Never ,39%,Nil,Disturbed ,Poor,Low,Inactive ,Nil,Low,No usage,Inactive ,Never 
9,F,2,4,Post Graduate ,Post Graduate ,Self- Employed,Self- Employed,N,Married,Sometimes,80%,Sometimes ,80%,Moderate,Focused,Good,Confident,Active,Good,Good ,Moderate,Moderately Active,Regularly 
9,M,2,4,Post Graduate ,Graduate,Private,Private,N,Married,Sometimes,100%,Never,40%,Nil,Disturbed,Poor,Low,Moderately Active,Moderate,Average ,Moderate,Moderately Active,Sometimes 
9,F,2,3,Diploma,Post Graduate ,Government ,Private,N,Married,Regularly ,100%,Always,95%,Good,Focused,Excellent,Confident,Active,Good,Excellent ,Moderate,Moderately Active,Regularly 
10,F,2,4,Post Graduate ,Graduate,Government ,Private,N,Married,Never,70%,Always,85%,Moderate,Calm,Excellent,Low,Inactive ,Moderate,low,Moderate,Moderately Active,Sometimes 
9,F,2,3,Diploma,Post Graduate ,Private,Private,Y,Married,Sometimes,90,Always,86%,Good,Focused,Excellent,Confident,Active,Good,Excellent ,Moderate,Moderately Active,Regularly 
9,M,2,4,Diploma,Diploma,Government ,Government,N,Married,Sometimes,90%,Always,96%,Good,Focused,Excellent,Confident,Active,Good,Excellent ,No Usage,Inactive ,Regularly 
8,F,2,3,Post Graduate ,Graduate,Private,Private,N,Married,Regularly ,98%,Always,75%,Good,Focused,Good,Confident,Active,Good,Good ,Moderate,Moderately Active,Regularly 
9,M,2,4,Diploma,Graduate,Government ,Private,N,Married,Regularly ,95%,Sometimes ,76%,Moderate,Focused,Good,Confident,Active,Good,Good ,Moderate,Moderately Active,Regularly 
9,F,2,3,Post Graduate ,Graduate,Private,Private,N,Married,Sometimes,70%,Never,55%,Nil,Focused,Poor,Confident,Moderately Active,Moderate,Good ,Addicted,Over Active,Regularly 
10,M,2,3,Diploma,Diploma,Government ,Government,N,Married,Regularly ,90%,Sometimes ,74%,Moderate,Hyperactive,Good,Over Confident ,Active,Good,Excellent ,Addicted,Moderately Active,Regularly 
10,M,2,3,Graduate,High School,Self- Employed,Self- Employed,N,Married,Regularly ,50%,Never,35%,Nil,Focused,Poor,Low,Moderately Active,Moderate,low,Addicted,Moderately Active,Sometimes 
9,M,2,3,Diploma,Graduate,Private,Private,N,Married,Sometimes,60%,Sometimes ,37%,Moderate,Focused,Poor,Low,Moderately Active,Moderate,Average ,Moderate,Moderately Active,Regularly 
10,F,2,4,Diploma,Diploma,Private,Private,N,Married,Sometimes,80%,Sometimes ,55%,Moderate,Focused,Poor,Confident,Active,Good,Average ,Addicted,Moderately Active,Regularly 
8,M,2,4,Graduate,Graduate,Government ,Private,N,Married,Sometimes,85%,Sometimes ,75,Good,Focused,Good,Confident,Active,Good,Good ,Moderate,Moderately Active,Regularly 
9,F,2,3,Graduate,Graduate,Private,Private,N,Married,Sometimes,90%,Sometimes ,65%,Moderate,Focused,Average,Confident,Active,Moderate,Average ,Addicted,Moderately Active,Regularly 
9,F,2,4,Graduate,Post Graduate ,Self- Employed,Private,N,Married,Sometimes,85%,Sometimes ,86%,Good,Focused,Excellent,Confident,Active,Good,Good ,Moderate,Moderately Active,Regularly 
9,M,2,3,Post Graduate ,Post Graduate ,Private,Private,Y,Married,Never,50%,Never,30%,Moderate,Focused,Poor,Low,Inactive,Good,low,Addicted,Moderately Active,Sometimes 
8,F,2,3,Post Graduate ,Post Graduate ,Private,Private,N,Married,Regularly ,100%,Always,98%,Good,Focused,Excellent,Confident,Active,Good,Excellent ,No Usage,Moderately Active,Regularly 
8,F,2,3,Post Graduate ,Post Graduate ,Private,Self- Employed,N,Married,Regularly ,99%,Always,94%,Good,Focused,Excellent,Over Confident ,Active,Good,Excellent ,Moderate,Moderately Active,Regularly 
10,M,2,4,Post Graduate ,Graduate,Private,Self- Employed,N,Married,Regularly ,85%,Sometimes ,54%,Moderate,Focused,Poor,Confident,Active,Moderate,Average ,Addicted,Over Active,Regularly 
9,M,2,3,Diploma,Post Graduate ,Government ,Private,N,Married,Regularly ,88%,Always,86%,Good,Focused,Excellent,Confident,Active,Good,Excellent ,Moderate,Inactive ,Regularly 
10,M,2,3,Diploma,Diploma,Private,Private,N,Married,Sometimes,85%,Always,87%,Good,Focused,Excellent,Confident,Active,Good,Excellent ,Moderate,Inactive ,Regularly 
10,M,2,3,Diploma,Post Graduate ,Private,Private,N,Married,Regularly ,99%,Always,94%,Good,Focused,Excellent,Confident,Active,Good,Excellent ,Moderate,Moderately Active,Regularly 
9,F,2,3,Graduate,Post Graduate ,Self- Employed,Private,N,Married,Regularly ,95%,Always,80%,Good,Hyperactive,Good,Over Confident ,Active,Moderate,Good ,Moderate,Moderately Active,Regularly 
9,F,2,4,Post Graduate ,Post Graduate ,Private,Private,N,Married,Regularly ,100%,Sometimes ,65%,Moderate,Hyperactive,Average,Confident,Active,Good,Average ,Moderate,Moderately Active,Regularly 
9,F,2,3,Post Graduate ,Post Graduate ,Private,Self- Employed,N,Married,Regularly ,98%,Sometimes ,69%,Good,Focused,Average,Confident,Active,Good,Good ,Addicted,Moderately Active,Regularly 
10,M,2,3,Post Graduate ,Graduate,Self- Employed,Private,N,Married,Sometimes,95%,Sometimes ,50%,Good,calm,Poor,Low,Inactive ,Moderate,Good ,Moderate,Inactive ,Sometimes 
8,F,2,3,Post Graduate ,Graduate,Private,Private,N,Married,Sometimes,40%,Always,30%,Moderate,calm,Poor,Confident,Inactive,Nil,Average ,Moderate,Moderately Active,Sometimes 
8,F,2,3,Diploma,Post Graduate ,Private,Private,Y,Married,Never,45%,Sometimes ,64%,Moderate,calm,Average,Low,Inactive,Nil,low,Moderate,Inactive ,Never
10,M,2,3,Post Graduate ,Post Graduate ,Private,Private,N,Married,Sometimes,95%,Sometimes ,63%,Moderate,Hyperactive,Average,Confident,Active,Good,Good ,Moderate,Moderately Active,Regularly 
8,F,2,3,Graduate,Graduate,Private,Private,N,Married,Sometimes,100%,Always,62%,Moderate,Focused,Average,Confident,Active,Good,Average ,Moderate,Moderately Active,Regularly 
9,M,2,3,Diploma,Post Graduate ,Government ,Government,N,Married,Regularly ,95%,Always,89%,Good,Focused,Excellent,Over Confident ,Active,Good,Excellent ,Moderate,Moderately Active,Regularly 
8,M,2,3,Graduate,Graduate,Private,Private,N,Married,Regularly ,98%,Sometimes ,61%,Moderate,Hyperactive,Average,Confident,Active,Moderate,Average ,Addicted,Moderately Active,Regularly 
10,F,2,3,Post Graduate ,Post Graduate ,Private,Private,Y,Married,Regularly ,90%,Sometimes ,60%,Moderate,Focused,Poor,Confident,Moderately Active,Moderate,Average ,Moderate,Over Active,Regularly 
